Alimento,Cantidad_sugerida,Unidad,Peso_bruto,Peso_neto,Energia,Proteina,Lipidos,Carbohidratos,Fibra,Vitamina_A,Acido_Ascorbico,Acido_Folico,Hierro,Potasio,Calcio,Selenio,Fosforo,Sodio,Colesterol,AG_saturados,AG_monoinsaturados,AG_poliinsaturados,Azucar,IG,CG,Grupo
Pastel de puerco,,,32,32,105,3.9,9.6,0.6,0,0,0,0,0.2,0,1.5,0.6,0,406.5,19.5,0,0,0,0,0,0,AOAAG
Pastel de ternera,,,40,40,106,4,8.7,2.9,0,0,0,0,0.7,0,41.4,0.6,0,511.4,28.6,0,0,0,0,0,0,AOAAG
Pata de carnero cocida,,,50,35,38,7.4,7.4,0,0,0,0,0,0.4,0,18.2,2.8,0,0,0,0,0,0,0,0,0,AOAAG
Peperami,,,19,19,103,4,9.3,1,0,31.9,0,0,0.6,0,13.1,0,0,277.5,25.3,0,0,0,0,0,0,AOAAG
Peperoni,,,20,20,99,4.5,8.8,0,0,0,0,0,0.3,0,4.4,1.6,0,330.6,21,0,0,0,0,0,0,AOAAG
Pescuezo de pollo con piel sin hueso,,,50,32,95,4.5,8.4,0,0,20.8,0,0,0.6,0,5.8,0.5,0,20.5,31.7,0,0,0,0,0,0,AOAAG
Pollo crispy,,,45,34,106,5.4,7.1,5.1,0,0,0,0,0.3,0,5.7,0.7,0,154.4,20,0,0,0,0,0,0,AOAAG
Pollo rostizado,,,50,28,80,6.7,6.3,0,0,57.4,0,0,0.5,0,2.8,1.6,0,0,0,0,0,0,0,0,0,AOAAG
Pulpa de res,,,25,25,87,6.8,6.5,0,0,0,0,0,0.8,0,3.3,1.3,0,16.3,26,0,0,0,0,0,0,AOAAG
Queso amarillo,,,42,42,100,7,5.9,4.9,0,47.9,0,0,0.1,0,236,1.1,0,564.9,15.1,0,0,0,0,0,0,AOAAG
Queso americano fundido,,,39,39,105,5.8,8.2,2.3,0,0,0,0,0,0,175,0.8,0,653.3,23.3,0,0,0,0,0,0,AOAAG
Queso añejo,,,25,25,95,5.4,7.6,1.2,0,16.1,0,0,0.1,0,172.3,0.8,0,286.6,26.8,0,0,0,0,0,0,AOAAG
Queso añejo rallado,,,29,29,109,6.3,8.7,1.3,0,18.5,0,0,0.1,0,198.2,0.9,0,329.7,30.8,0,0,0,0,0,0,AOAAG
Queso asadero,,,28,28,100,6.4,8,0.8,0,18,0,0,0.1,0,187,0.9,0,186,30,0,0,0,0,0,0,AOAAG
Queso azul,,,30,30,106,6.4,8.6,0.7,0,69.6,0,0,0.1,0,160.7,0.9,0,242.3,22.5,0,0,0,0,0,0,AOAAG
Queso brick,,,25,25,94,5.9,7.5,0.7,0,76.8,0,0,0.1,0,170.5,0.9,0,142,24.1,0,0,0,0,0,0,AOAAG
Queso brie,,,30,30,102,6.3,8.4,0.1,0,55.7,0,0,0.2,0,55.7,0.9,0,190.7,30,0,0,0,0,0,0,AOAAG
Queso camembert,,,35,35,106,7,8.6,0.1,0,88.8,0,0,0.1,0,137.5,1,0,298.8,25,0,0,0,0,0,0,AOAAG
Queso canasto,,,30,30,87,8.5,10,0.4,0,195,0,0,0.7,0,258,1.2,0,0,25.5,0,0,0,0,0,0,AOAAG
Queso cheddar,,,21,21,85,5.2,7,0.3,0,63.6,0,0,0.1,0,151.5,0.7,0,130.3,22.1,0,0,0,0,0,0,AOAAG
Queso cheddar rallado,,,28,28,114,7,9.4,0.4,0,85.5,0,0,0.2,0,203.8,1,0,175.3,29.8,0,0,0,0,0,0,AOAAG
Queso Cheshire,,,28,28,108,6.5,8.6,1.3,0,65,0,0,0.1,0,180,0,0,196,29,0,0,0,0,0,0,AOAAG
Queso chuhuahua,,,25,25,94,5.4,7.5,1.4,0,16.1,0,0,0.1,0,162.8,0.8,0,156.3,26.3,0,0,0,0,0,0,AOAAG
Queso chihuahua fresco,,,28,28,105,6,8.4,1.6,0,18,0,0,0.1,0,182.3,0.9,0,175,29.4,0,0,0,0,0,0,AOAAG
Queso chihuahua rallado,,,28,28,106,6.1,8.5,1.6,0,18.2,0,0,0.1,0,183.9,0.9,0,176.6,29.7,0,0,0,0,0,0,AOAAG
Queso colby estilo Cheddar,,,28,28,110,6.7,9,0.7,0,74,0,0,0.2,0,192,0,0,169,27,0,0,0,0,0,0,AOAAG
Queso cotija,,,30,30,87,8.5,10,0.4,0,195,0,0,0.7,0,258,1.2,0,0,25.5,0,0,0,0,0,0,AOAAG
Queso crema light,,,45,45,104,4.8,7.9,3.2,0,81.5,0,0,0.8,0,50.4,0.2,0,133.2,25.2,0,0,0,0,0,0,AOAAG
Queso de cabra con ceniza,,,35,35,94,6.6,7.4,0.3,0,100,0,0,0.7,0,49,0.3,0,130,16.3,0,0,0,0,0,0,AOAAG
Queso de cabra duro,,,20,20,91,6.2,7.2,0.4,0,96.4,0,0,0.4,0,181.4,0.3,0,70,21.4,0,0,0,0,0,0,AOAAG
Queso de cabra semi suave,,,28,28,102,6,8.4,0.7,0,114,0,0,0.5,0,83,0,0,144,22,0,0,0,0,0,0,AOAAG
Queso de cabra suave,,,35,35,94,6.6,7.4,0.3,0,100,0,0,0.7,0,49,0.3,0,130,16.3,0,0,0,0,0,0,AOAAG
Queso edam,,,30,30,107,7.5,8.3,0.4,0,72.6,0,0,0.1,0,219.3,1.1,0,289.5,26.8,0,0,0,0,0,0,AOAAG
Queso feta,,,40,40,106,5.7,8.5,1.6,0,50,0,0,0.3,0,197.2,0.9,0,451.4,35.7,0,0,0,0,0,0,AOAAG
Queso fontina,,,25,25,97,6.4,7.8,0.4,0,64.5,0,0,0.1,0,137.5,0.9,0,200,29,0,0,0,0,0,0,AOAAG
Queso gouda,,,30,30,107,7.5,8.2,0.7,0,49.2,0,0,0.1,0,210,1.1,0,245.7,34.3,0,0,0,0,0,0,AOAAG
Queso gruyere,,,25,25,103,7.5,8.1,0.1,0,67,0,0,0,0,252.8,1.1,0,84,27.5,0,0,0,0,0,0,AOAAG
Queso Limburger,,,28,28,92,5.6,7.6,0.1,0,95,0,0,0,0,139,0,0,224,25,0,0,0,0,0,0,AOAAG
Queso manchego,,,25,25,102,6.1,8.1,1.2,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,AOAAG
Queso manchego rallado,,,25,25,102,6.1,8.1,1.2,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,AOAAG
Queso manchego rebanado,,,25,25,102,6.1,8.1,1.2,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,AOAAG
Queso menonita,,,25,25,95,5.4,7.5,1.4,0,16.1,0,0,0.1,0,165.2,0.8,0,156.3,26.8,0,0,0,0,0,0,AOAAG
Queso Monterrey,,,25,25,93,6.1,7.6,0.2,0,48,0,0,0.2,0,186.5,0.9,0,134,22.3,0,0,0,0,0,0,AOAAG
Queso mozzarella,,,35,35,105,7.8,7.8,0.8,0,60.9,0,0,0.2,0,176.8,1.3,0,219.5,27.5,0,0,0,0,0,0,AOAAG
Queso mozzarella rallado,,,35,35,105,7.8,7.8,0.8,0,60.9,0,0,0.2,0,176.8,1.3,0,219.5,27.5,0,0,0,0,0,0,AOAAG
Queso mozzarella suave,,,28,28,89,6,6.9,0.7,0,53.8,0,0,0.1,0,163,1,0,116.2,25,0,0,0,0,0,0,AOAAG
Queso Muenster,,,28,28,103,6.6,8.4,0.3,0,83,0,0,0.1,0,201,0,0,176,27,0,0,0,0,0,0,AOAAG
Queso neufchatel,,,35,35,91,3.5,8.2,1,0,101.2,0,0,0.1,0,26.3,0.1,0,139.7,26.6,0,0,0,0,0,0,AOAAG
Queso Oaxaca,,,30,30,95,7.7,6.6,0.9,0,0.8,0,0,1,0,140.7,1.1,0,0,25.8,0,0,0,0,0,0,AOAAG
Queso pasteurizado americano,,,28,28,105,6.2,8.7,0.4,0,69.2,0,0,0.1,0,172.5,0.9,0,400.4,26.3,0,0,0,0,0,0,AOAAG
Queso pasteurizado suizo,,,32,32,105,7.8,7.9,0.7,0,60.5,0,0,0.2,0,243.2,1.1,0,431.6,26.8,0,0,0,0,0,0,AOAAG
Queso port salut,,,28,28,99,6.7,7.9,0.2,0,87.6,0,0,0.1,0,182,1,0,149.5,34.4,0,0,0,0,0,0,AOAAG
Queso provolone,,,28,28,98,7.2,7.5,0.6,0,64.4,0,0,0.1,0,211.7,1,0,245.3,19.3,0,0,0,0,0,0,AOAAG
Queso ricotta,,,62,62,107,6.9,8,1.9,0,72,0,0,0.2,0,127.5,1,0,51.6,31.2,0,0,0,0,0,0,AOAAG
Queso romano,,,23,23,89,7.3,6.2,0.8,0,20.7,0,0,0.2,0,244.7,3.3,0,276,23.8,0,0,0,0,0,0,AOAAG
Queso roquefort,,,25,25,92,5.4,7.7,0.5,0,72.5,0,0,0.1,0,165.5,0.8,0,452.3,22.5,0,0,0,0,0,0,AOAAG
Queso suizo,,,28,28,106,7.5,7.8,1.5,0,59.9,0,0,0.1,0,221.5,1.4,0,53.8,26,0,0,0,0,0,0,AOAAG
Queso suizo rallado,,,43,43,95,7.4,6.3,2.3,0,27.7,0,0,0,0,297.2,1.1,0,0,32.4,0,0,0,0,0,0,AOAAG
Queso tipo americano,,,27,27,101,6,8.5,0.4,0,68.6,0,0,0,0,149.5,0,0,402.1,25.1,0,0,0,0,0,0,AOAAG
Queso tipo roquefort,,,25,25,92,5.4,7.7,0.5,0,72.6,0,0,0.1,0,165.5,0.8,0,452.3,22.5,0,0,0,0,0,0,AOAAG
Queso velveta,,,35,35,100,6.3,7.5,3.8,0,0,0,0,0,0,187.5,0.9,0,525,25,0,0,0,0,0,0,AOAAG
Retazo,,,350,35,104,5.6,8.9,0,0,4.2,0,0,0.6,0,2.8,1.1,0,20.7,25.9,0,0,0,0,0,0,AOAAG
Retazo con hueso,,,350,35,104,5.6,8.9,0,0,4.2,0,0,0.6,0,2.8,1.1,0,20.7,25.9,0,0,0,0,0,0,AOAAG
Retazo de pollo,,,350,35,104,5.6,8.9,0,0,4.2,0,0,0.6,0,2.8,0.7,0,20.7,25.9,0,0,0,0,0,0,AOAAG
Retazo de res,,,350,35,104,5.6,8.9,0,0,4.2,0,0,0.6,0,2.8,1.1,0,20.7,25.9,0,0,0,0,0,0,AOAAG
Retazo de ternera,,,350,35,104,5.6,8.9,0,0,4.2,0,0,0.6,0,2.8,0.9,0,20.7,25.9,0,0,0,0,0,0,AOAAG
Rib eye,,,30,30,82,5.3,6.6,0,0,0,0,0,0.6,0,3.9,0.9,0,16.8,20.4,0,0,0,0,0,0,AOAAG
Salami,,,27,27,104,6.3,8.1,1,0,0,0,0,0.4,0,2.2,1.6,0,542.7,27,0,0,0,0,0,0,AOAAG
Salami de ternera,,,42,42,110,6.4,8.8,1.1,0,0,0,0,0.9,0,3.7,1,0,493,27.4,0,0,0,0,0,0,AOAAG
Salchicha,,,34,34,114,6.6,9.6,0,0,4.1,0,0,0.5,0,4.4,0,0,252.8,28.4,0,0,0,0,0,0,AOAAG
Salchicha ahumada,,,34,34,109,4.1,9.8,0.8,0,3.7,0,0,0.3,0,4.1,0,0,309.7,19.7,0,0,0,0,0,0,AOAAG
Salchicha de pollo,,,34,34,100,6.2,8.1,0,0,10.5,0,0,0.4,0,3.7,0.9,0,344.3,23.6,0,0,0,0,0,0,AOAAG
Salchicha de puerco,,,34,34,114,6.6,9.6,0,0,4.1,0,0,0.5,0,4.4,0,0,252.8,28.4,0,0,0,0,0,0,AOAAG
Salchicha de ternera,,,29,29,90,3.4,8.1,0.5,0,0,0,0,0.4,0,5.5,0.5,0,292.5,17.5,0,0,0,0,0,0,AOAAG
Salchicha vienna,,,48,48,110,5,9.3,1.2,0,0,0,0,0.4,0,4.8,0.9,0,465.1,41.8,0,0,0,0,0,0,AOAAG
Salchicha vienna ahumada,,,41,41,93,4.3,7.9,1.1,0,0,0,0,0.4,0,4.1,0.7,0,392.4,35.2,0,0,0,0,0,0,AOAAG
T-bone con grasa cocido,,,35,32,96,7.4,7.2,0,0,0,0,0,1,0,2.2,0.9,0,21.1,20.5,0,0,0,0,0,0,AOAAG
Tofu frito,,,40,40,108,6.8,8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOAAG
Tripas de res,,,55,50,109,5.6,9.5,0,0,26.2,0,0,0.9,0,5.9,0,0,22.8,74.3,0,0,0,0,0,0,AOAAG
Ubre,,,45,45,105,6.9,8.4,0,0,0,0,0,1.2,0,31.5,0,0,0,0,0,0,0,0,0,0,AOAAG
Velveta,,,35,35,100,6.3,7.5,3.8,0,0,0,0,0,0,187.5,0,0,525,25,0,0,0,0,0,0,AOAAG
Yema,,,34,34,108,5.4,9,1.2,0,126.1,0,0,0.9,0,43.9,3,0,16.3,419.6,0,0,0,0,0,0,AOAAG
Yema de huevo,,,34,34,108,5.4,9,1.2,0,126.1,0,0,0.9,0,43.9,3,0,16.3,419.6,0,0,0,0,0,0,AOAAG
Yema de huevo en polvo,,,15,15,103,5.3,8.6,0.6,0,203.2,0,0,0.8,0,43.9,4.6,0,20.9,360.8,0,0,0,0,0,0,AOAAG
Leche de soya,,,240,240,79,6.6,4.6,4.3,0,7,0,0,0,0,10,0,0,29,0,0,0,0,0,44,1.892,Leche descremada
Leche Alpura Light Extra,,,240,240,103,8,2.4,14,0,144,0,0,0,0,336,0,0,134.4,0,0,0,0,0,27,3.78,Leche descremada
Leche descremada,,,245,245,86,8.4,0.4,11.9,0,149,0,0,0,0,302,0,0,126,4,0,0,0,0,31,3.689,Leche descremada
Leche descremada con chocolate,,,240,240,77,5.8,1,12.5,0,0,0,0,0,0,297.6,0,0,115.2,0,0,0,0,0,34,4.25,Leche descremada
Leche descremada en polvo,,,30,30,109,10.8,0.2,15.6,0,2,0,0,0,0,377,0,0,161,6,0,0,0,0,31,4.836,Leche descremada
"Leche descremada en polvo, reducida en CA",,,30,30,107,10.8,0.1,15.8,0,1.1,0,0,0,0,84.6,0,0,692.1,1.1,0,0,0,0,27,4.266,Leche descremada
Leche evaporada descremada,,,120,120,94,9,0.4,13.5,0,138.8,0,0,0,0,348.8,0,0,138.8,3.8,0,0,0,0,34,4.59,Leche descremada
Leche evaporada semidescremada,,,120,120,94,7.5,1.9,11.3,0,0,0,0,0,0,300,0,0,131.3,18.8,0,0,0,0,34,3.842,Leche descremada
Leche Light Extra,,,240,240,103,8,2.4,14,0,144,0,0,0,0,336,0,0,134.4,0,0,0,0,0,27,3.78,Leche descremada
Natilla Lala Siluette Plus,,,125,125,88,6.3,0.5,14.6,0,0,0,0,0,0,206.3,0,0,137.5,0,0,0,0,0,ND,ND,Leche descremada
Yogurt bajo en grasa,,,75,75,83,2.7,0.8,16,0,0,0,0,0,0,99,0,0,36.6,5,0,0,0,0,33,5.28,Leche descremada
Yoghurt Lala Siluette Plus de fruta,,,250,250,85,7.3,0.5,13,0,0,0,0,0,0,255,0,0,100,0,0,0,0,0,33,4.29,Leche descremada
Yoghurt Lala Vive con fibra 0%,,,250,250,90,6.5,0.5,16,0,0,0,0,0,0,200,0,0,100,0,0,0,0,0,33,5.28,Leche descremada
Yoghurt Light,,,180,180,95,6.4,0,15.9,0,0,0,0,0,0,158.8,0,0,100.6,5.3,0,0,0,0,33,5.247,Leche descremada
Yoghurt Light de fruta,,,180,180,95,5.3,0,16.9,0,0,0,0,0,0,211.8,0,0,79.4,5.3,0,0,0,0,52,8.788,Leche descremada
Yoghurt para beber con fruta bajo en calorias,,,250,250,80,5.5,0,14,0,0,0,0,0,0,200,0,0,82.5,0,0,0,0,0,35,4.9,Leche descremada
Leche evaporada semidescremada,,,130,130,101,8.1,2,12.2,0,0,0,0,0,0,324,0,0,141.8,20.3,0,0,0,0,34,3.842,Leche semidescremada
Leche Lactium MX,,,240,240,109,7.2,4,11,0,330,0,0,0,0,264,0,0,100,21,0,0,0,0,31,3.41,Leche semidescremada
Leche Lala Extracalcio Deslactosada,,,218,218,114,8.3,3.5,12.5,0,0,0,0,0,0,332,0,0,131,0,0,0,0,0,31,3.875,Leche semidescremada
Leche Lala Extracalcio semidescremada,,,218,218,114,8.3,3.5,12.5,0,0,0,0,0,0,332,0,0,131,0,0,0,0,0,31,3.875,Leche semidescremada
Leche lala semidescremada,,,240,240,109,7.5,3.8,11.1,0,0,0,0,0,0,247.7,0,0,120,0,0,0,0,0,31,3.441,Leche semidescremada
Leche Lala Vive Deslactosada semidescremada,,,240,240,109,7.5,3.8,11.1,0,0,0,0,0,0,247.7,0,0,166.9,0,0,0,0,0,31,3.441,Leche semidescremada
Leche Lala Vive sin colesterol con omega 3,,,228,228,115,8.3,3.6,12.3,0,0,0,0,0,0,301,0,0,116.4,0,0,0,0,0,27,3.321,Leche semidescremada
Leche semidescremada,,,233,233,116,7.7,4.4,11.2,0,0,0,0,0,0,284,0,0,123,18.6,0,0,0,0,31,3.472,Leche semidescremada
Leche semidescremada 1%,,,244,244,102,8,2.6,11.7,0,144,0,0,0,0,300,0,0,117.1,10,0,0,0,0,31,3.627,Leche semidescremada
Leche semidescremada 2%,,,234,234,116,7.8,4.5,11.2,0,133.4,0,0,0,0,285.1,0,0,40.5,17.3,0,0,0,0,31,3.472,Leche semidescremada
Jocoque,,,75,75,126,7,9.6,2.9,0,0,0,0,0,0,0,0,0,248.3,0,0,0,0,0,ND,ND,Leche entera
Jocoque ligero,,,75,75,126,7,9.6,2.9,0,0,0,0,0,0,0,0,0,248.3,0,0,0,0,0,ND,ND,Leche entera
Jocoque seco,,,75,75,126,7,9.6,2.9,0,0,0,0,0,0,0,0,0,248.3,0,0,0,0,0,ND,ND,Leche entera
Leche,,,240,240,148,7.9,8,11.2,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,31,3.472,Leche entera
Leche caliente,,,240,240,148,7.9,8,11.2,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,31,3.472,Leche entera
Leche clavel,,,120,120,150,7.5,7.5,11.3,0,0,0,0,0,0,300,0,0,112.5,37.5,0,0,0,0,34,3.842,Leche entera
Leche de vaca,,,240,240,148,7.9,8,11.2,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,31,3.472,Leche entera
Leche en polvo,,,32,32,159,8.4,8.5,12.3,0,90,0,0,0,0,292,0,0,119,31,0,0,0,0,31,3.813,Leche entera
Leche entera,,,240,240,148,7.9,8,11.2,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,31,3.472,Leche entera
Leche entera baja en sodio,,,240,240,147,7.5,8.3,10.7,0,76.7,0,0,0,0,242,0,0,5.9,32.5,0,0,0,0,31,3.317,Leche entera
Leche entera en polvo,,,32,32,159,8.4,8.5,12.3,0,90,0,0,0,0,292,0,0,119,31,0,0,0,0,31,3.813,Leche entera
Leche entera en polvo adicionada,,,32,32,159,8.4,8.5,12.3,0,90,0,0,0,0,292,0,0,119,31,0,0,0,0,31,3.813,Leche entera
Leche entera evaporada,,,120,120,150,7.5,7.5,11.3,0,0,0,0,0,0,300,0,0,112.5,37.5,0,0,0,0,31,3.503,Leche entera
Leche entera ultrapasteurizada,,,240,240,134,7,7,11.3,0,0,0,0,0,0,0,0,0,168,14.4,0,0,0,0,31,3.503,Leche entera
Leche evaporada,,,120,120,150,7.5,7.5,11.3,0,0,0,0,0,0,300,0,0,112.5,37.5,0,0,0,0,34,3.842,Leche entera
Leche fría,,,240,240,148,7.9,8,11.2,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,31,3.472,Leche entera
Leche hervida,,,240,240,163,8.2,9.1,12.5,0,74.4,0,0,0,0,271.2,0,0,117.6,33.6,0,0,0,0,31,3.875,Leche entera
Leche Lala Desarrollo en polvo,,,33,33,150,5.9,5.9,18.3,0,0,0,0,0,0,200.6,0,0,96.6,0,0,0,0,0,31,5.673,Leche entera
Leche Lala entera,,,240,240,139,7.5,7.2,12,0,0,0,0,0,0,247.7,0,0,120,0,0,0,0,0,31,3.72,Leche entera
Leche Liconsa Te Nutre,,,32,32,159,8.4,8.5,12.3,0,90,0,0,0,0,292,0,0,119,31,0,0,0,0,ND,ND,Leche entera
Leche materna,,,240,240,170,2.3,10.8,16.3,0,154.8,0,0,0,0,77.4,0,0,38.7,31,0,0,0,0,ND,ND,Leche entera
Leche maternizasa en polvo,,,26,26,132,3.5,7,14.3,0,223.6,0,0,0,0,87.1,0,0,0,0,0,0,0,0,ND,ND,Leche entera
Leche omega verde,,,240,240,120,7.9,4.6,11.5,0,0,0,0,0,0,292.8,0,0,120,19.2,0,0,0,0,ND,ND,Leche entera
Leche pasteurizada,,,240,240,146,7.9,7.9,11.3,0,74.4,0,0,0,0,285.6,0,0,117.6,33.6,0,0,0,0,31,3.503,Leche entera
Leche preparada,,,240,240,141,6.5,5.9,8.5,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,34,2.89,Leche entera
Yoghurt,,,227,227,139,7.9,7.4,10.6,0,68,0,0,0,0,274,0,0,105,29,0,0,0,0,35,3.71,Leche entera
Yoghurt Lala batido,,,125,125,121,4.1,2.9,20,0,0,0,0,0,0,131.3,0,0,106.3,0,0,0,0,0,35,7,Leche entera
Yoghurt Lala Vive con fibra,,,150,150,140,5.9,4.2,22.1,0,0,0,0,0,0,169.5,0,0,81,0,0,0,0,0,35,7.735,Leche entera
Yoghurt natural,,,227,227,139,7.9,7.4,10.6,0,68,0,0,0,0,274,0,0,105,29,0,0,0,0,35,3.71,Leche entera
Chongos zamoranos,,,108,108,194,6.5,3.2,34.6,0,21.6,0,0,0,0,220.3,0,0,54,10.8,0,0,0,30,65,22.49,Leche con azúcar
Helado de café,,,91,91,195,3.4,10,25.5,0,106.8,0,0,0,0,98.6,0,0,68.8,30.8,0,0,0,23,62,15.81,Leche con azúcar
Helado de chocolate,,,99,99,214,3.8,10.9,27.9,0,114.8,0,0,0,0,107.9,0,0,75.2,33.7,0,0,0,25,68,18.972,Leche con azúcar
Helado de chocolate bajo en calorias,,,99,99,199,5,7.1,28.7,0,59.4,0,0,0,0,157.4,0,0,70.3,9.9,0,0,0,24,68,19.516,Leche con azúcar
Helado de fresa,,,99,99,190,3.2,8.3,27.3,0,95,0,0,0,0,118.8,0,0,59.4,28.7,0,0,0,23,62,16.926,Leche con azúcar
Helado de fresa bajo en calorias,,,123,123,200,6,5.7,31.2,0,539.3,0,0,0,0,208.6,0,0,87.6,18.5,0,0,0,28,68,21.216,Leche con azúcar
Helado de vainilla,,,99,99,199,3.5,10.9,23.4,0,114.8,0,0,0,0,126.7,0,0,79.2,43.6,0,0,0,21,62,14.508,Leche con azúcar
Helado de vainilla bajo en calorias,,,132,132,218,6.3,6.4,34.1,0,167.6,0,0,0,0,212.5,0,0,97.7,13.2,0,0,0,29,68,23.188,Leche con azúcar
Helado de yogur,,,158,158,201,4.8,5.7,34.2,0,60.2,0,0,0,0,158.3,0,0,99.8,20.6,0,0,0,34,80,27.36,Leche con azúcar
Helado de yogur de fresa,,,158,158,201,4.8,5.7,34.2,0,60.2,0,0,0,0,158.3,0,0,99.8,20.6,0,0,0,34,80,27.36,Leche con azúcar
Helado napolitano,,,102,102,205,3.6,11.2,24.1,0,120.4,0,0,0,0,130.6,0,0,81.6,44.9,0,0,0,22,62,14.942,Leche con azúcar
Leche con chocolate,,,240,240,200,7.6,8.2,24.9,0,151.2,0,0,0,0,268.8,0,0,143,29.8,0,0,0,23,34,8.466,Leche con azúcar
Leche con chocolate semidescremada 1%,,,240,240,182,7.2,4.6,29.1,0,142.1,0,0,0,0,261.6,0,0,158.4,6.7,0,0,0,23,34,9.894,Leche con azúcar
Leche con vainilla,,,218,218,207,6.4,6.6,31,0,56.8,0,0,0,0,200.9,0,0,120.1,24,0,0,0,28,34,10.54,Leche con azúcar
Leche descremada con chocolate,,,300,300,189,9.7,3,31.3,0,174,0,0,0,0,345,0,0,183,9,0,0,0,30,34,4.25,Leche con azúcar
Leche malteada de chocolate,,,240,240,202,8.1,7.8,26.2,0,818.4,0,0,0,0,307.2,0,0,208.8,24,0,0,0,25,34,8.908,Leche con azúcar
Leche malteada sabor chocolate,,,180,180,214,5.5,4.9,38.1,0,32.4,0,0,0,0,237.6,0,0,199.8,19.8,0,0,0,38,34,12.954,Leche con azúcar
Leche malteada sabor fresa,,,182,182,204,7,5.5,32.4,0,45.6,0,0,0,0,266.3,0,0,173.3,21.9,0,0,0,32,34,11.016,Leche con azúcar
Leche malteada sabor vainilla,,,180,180,202,6.9,5.5,32,0,45,0,0,0,0,262.8,0,0,171,21.6,0,0,0,32,34,10.88,Leche con azúcar
Leche semidescremada sabor chocolate,,,240,240,182,7.2,4.6,29.1,0,153.6,0,0,0,0,261.6,0,0,158.4,19.2,0,0,0,23,34,9.894,Leche con azúcar
Malteada de chocolate,,,156,156,198,5.3,5.8,32,0,39,0,0,0,0,176.3,0,0,151.3,20,0,0,0,29,34,10.88,Leche con azúcar
Malteada de fresa,,,180,180,203,6.1,5,34,0,46.8,0,0,0,0,203.4,0,0,149.4,19.8,0,0,0,33,34,11.56,Leche con azúcar
Malteada de vainilla,,,130,130,192,4.4,8.4,25.4,0,117.9,0,0,0,0,149,0,0,105,29.8,0,0,0,18,34,8.636,Leche con azúcar
Aceite,1,Cucharadita,5,5,44,0,0.4,2.9,0,0,0,0,0,0,0,0,0,0,0,1.5,2.9,1.5,0,0,0,Aceites y grasas
Aceite comestible,1,Cucharadita,5,5,44,0,0.4,2.9,0,0,0,0,0,0,0,0,0,0,0,1.5,2.9,1.5,0,0,0,Aceites y grasas
Aceite de aguacate,1,Cucharadita,5,5,44,0,0.6,3.5,0,0,0,0,0,0,0,0,0,0,0,0.7,3.5,0.7,0,0,0,Aceites y grasas
Aceite de ajonjolí,1,Cucharadita,5,5,44,0,0.7,2,0,0,0,0,0,0,0,0,0,0,0,2.1,2,2.1,0,0,0,Aceites y grasas
Aceite de algodón,1,Cucharadita,5,5,44,0,1.3,0.9,0,0,0,0,0,0,0,0,0,0,0,2.6,0.9,2.6,0,0,0,Aceites y grasas
Aceite de almendra,1,Cucharadita,5,5,44,0,0.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0.9,3.5,0.9,0,0,0,Aceites y grasas
Aceite de cacahuate,1,Cucharadita,5,5,44,0,0.9,2.3,0,0,0,0,0,0,0,0,0,0,0,1.6,2.3,1.6,0,0,0,Aceites y grasas
Aceite de cacao,1,Cucharadita,5,5,44,0,3,1.6,0,0,0,0,0,0,0,0,0,0,0,0.1,1.6,0.1,0,0,0,Aceites y grasas
Aceite de canola,1,Cucharadita,5,5,44,0,0.4,2.9,0,0,0,0,0,0,0,0,0,0,0,1.5,2.9,1.5,0,0,0,Aceites y grasas
Aceite de cártamo,1,Cucharadita,5,5,44,0,0.7,2,0,0,0,0,0,0,0,0,0,0,0,2.1,2,2.1,0,0,0,Aceites y grasas
Aceite de coco,1,Cucharadita,5,5,43,0,4.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0,0,0,Aceites y grasas
Aceite de girasol,1,Cucharadita,5,5,44,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,3.3,1,3.3,0,0,0,Aceites y grasas
Aceite de girasol 60% con ácido linoleico,1,Cucharadita,5,5,44,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,3.3,1,3.3,0,0,0,Aceites y grasas
Aceite de girasol 70% con aceite aleico,1,Cucharadita,5,5,44,0,0.6,2.3,0,0,0,0,0,0,0,0,0,0,0,1.8,2.3,1.8,0,0,0,Aceites y grasas
Aceite de hígado de bacalao,1,Cucharadita,5,5,45,0,1.1,2.3,0,0,0,0,0,0,0,0,0,0,28.6,1.1,2.3,1.1,0,0,0,Aceites y grasas
